CTS,,,,,,,,,,
Test Date,ABI,Module,Test,result,Detail,desc,F/W ver,TestTool ver,SecurityPatch,SDK ver
2025-05-07,arm64-v8a,CtsTvTestCases,android.media.tv.tuner.cts.TunerTest#testRequestFrontendThenTune,pass,"java.lang.UnsatisfiedLinkError: No implementation found for void android.media.tv.tuner.Tuner.nativeSetup() (tried Java_android_media_tv_tuner_Tuner_nativeSetup and Java_android_media_tv_tuner_Tuner_nativeSetup__) - is the library loaded, e.g. System.loadLibrary?",device spec - tv tuner option delete patch >> PASS,204_A,14_r7 / 13033356,2025-03-01,1.2.0
2025-05-07,arm64-v8a,CtsTvTestCases,android.media.tv.tuner.cts.TunerTest#testTsAvFilterConfig,pass,"java.lang.UnsatisfiedLinkError: No implementation found for void android.media.tv.tuner.Tuner.nativeSetup() (tried Java_android_media_tv_tuner_Tuner_nativeSetup and Java_android_media_tv_tuner_Tuner_nativeSetup__) - is the library loaded, e.g. System.loadLibrary?",device spec - tv tuner option delete patch >> PASS,204_A,14_r7 / 13033356,2025-03-01,1.2.0
2025-05-07,arm64-v8a,CtsTvTestCases,android.media.tv.tuner.cts.TunerTest#testDemuxReclaim,pass,"java.lang.UnsatisfiedLinkError: No implementation found for void android.media.tv.tuner.Tuner.nativeSetup() (tried Java_android_media_tv_tuner_Tuner_nativeSetup and Java_android_media_tv_tuner_Tuner_nativeSetup__) - is the library loaded, e.g. System.loadLibrary?",device spec - tv tuner option delete patch >> PASS,204_A,14_r7 / 13033356,2025-03-01,1.2.0
2025-05-07,arm64-v8a,CtsTvTestCases,android.media.tv.tuner.cts.TunerTest#testTsRecordFilterConfig,pass,"java.lang.UnsatisfiedLinkError: No implementation found for void android.media.tv.tuner.Tuner.nativeSetup() (tried Java_android_media_tv_tuner_Tuner_nativeSetup and Java_android_media_tv_tuner_Tuner_nativeSetup__) - is the library loaded, e.g. System.loadLibrary?",device spec - tv tuner option delete patch >> PASS,204_A,14_r7 / 13033356,2025-03-01,1.2.0
2025-05-07,arm64-v8a,CtsTvTestCases,android.media.tv.tuner.cts.TunerTest#testAudioFilterStreamTypeConfig,pass,"java.lang.UnsatisfiedLinkError: No implementation found for void android.media.tv.tuner.Tuner.nativeSetup() (tried Java_android_media_tv_tuner_Tuner_nativeSetup and Java_android_media_tv_tuner_Tuner_nativeSetup__) - is the library loaded, e.g. System.loadLibrary?",device spec - tv tuner option delete patch >> PASS,204_A,14_r7 / 13033356,2025-03-01,1.2.0
2025-05-07,arm64-v8a,CtsTvTestCases,android.media.tv.tuner.cts.TunerTest#testFrontendStatusReadiness,pass,"java.lang.UnsatisfiedLinkError: No implementation found for void android.media.tv.tuner.Tuner.nativeSetup() (tried Java_android_media_tv_tuner_Tuner_nativeSetup and Java_android_media_tv_tuner_Tuner_nativeSetup__) - is the library loaded, e.g. System.loadLibrary?",device spec - tv tuner option delete patch >> PASS,204_A,14_r7 / 13033356,2025-03-01,1.2.0
2025-05-07,arm64-v8a,CtsTvTestCases,android.media.tv.tuner.cts.TunerTest#testMmtpDownloadFilterConfig,pass,"java.lang.UnsatisfiedLinkError: No implementation found for void android.media.tv.tuner.Tuner.nativeSetup() (tried Java_android_media_tv_tuner_Tuner_nativeSetup and Java_android_media_tv_tuner_Tuner_nativeSetup__) - is the library loaded, e.g. System.loadLibrary?",device spec - tv tuner option delete patch >> PASS,204_A,14_r7 / 13033356,2025-03-01,1.2.0
2025-05-07,arm64-v8a,CtsTvTestCases,android.media.tv.tuner.cts.TunerTest#testCloseFrontend,pass,"java.lang.UnsatisfiedLinkError: No implementation found for void android.media.tv.tuner.Tuner.nativeSetup() (tried Java_android_media_tv_tuner_Tuner_nativeSetup and Java_android_media_tv_tuner_Tuner_nativeSetup__) - is the library loaded, e.g. System.loadLibrary?",device spec - tv tuner option delete patch >> PASS,204_A,14_r7 / 13033356,2025-03-01,1.2.0
2025-05-07,arm64-v8a,CtsTvTestCases,android.media.tv.tuner.cts.TunerTest#testLnbAddAndRemoveCallback,pass,"java.lang.UnsatisfiedLinkError: No implementation found for void android.media.tv.tuner.Tuner.nativeSetup() (tried Java_android_media_tv_tuner_Tuner_nativeSetup and Java_android_media_tv_tuner_Tuner_nativeSetup__) - is the library loaded, e.g. System.loadLibrary?",device spec - tv tuner option delete patch >> PASS,204_A,14_r7 / 13033356,2025-03-01,1.2.0
2025-05-07,arm64-v8a,CtsTvTestCases,android.media.tv.tuner.cts.TunerTest#testSharedFilterTwoProcessesCloseInFilter,pass,"java.lang.UnsatisfiedLinkError: No implementation found for void android.media.tv.tuner.Tuner.nativeSetup() (tried Java_android_media_tv_tuner_Tuner_nativeSetup and Java_android_media_tv_tuner_Tuner_nativeSetup__) - is the library loaded, e.g. System.loadLibrary?",device spec - tv tuner option delete patch >> PASS,204_A,14_r7 / 13033356,2025-03-01,1.2.0
2025-05-07,arm64-v8a,CtsTvTestCases,android.media.tv.tuner.cts.TunerTest#testIsLnaSupported,pass,"java.lang.UnsatisfiedLinkError: No implementation found for void android.media.tv.tuner.Tuner.nativeSetup() (tried Java_android_media_tv_tuner_Tuner_nativeSetup and Java_android_media_tv_tuner_Tuner_nativeSetup__) - is the library loaded, e.g. System.loadLibrary?",device spec - tv tuner option delete patch >> PASS,204_A,14_r7 / 13033356,2025-03-01,1.2.0
2025-05-07,arm64-v8a,CtsTvTestCases,android.media.tv.tuner.cts.TunerTest#testShareFrontendFromTuner,pass,"java.lang.UnsatisfiedLinkError: No implementation found for void android.media.tv.tuner.Tuner.nativeSetup() (tried Java_android_media_tv_tuner_Tuner_nativeSetup and Java_android_media_tv_tuner_Tuner_nativeSetup__) - is the library loaded, e.g. System.loadLibrary?",device spec - tv tuner option delete patch >> PASS,204_A,14_r7 / 13033356,2025-03-01,1.2.0
2025-05-07,arm64-v8a,CtsTvTestCases,android.media.tv.tuner.cts.TunerTest#testIpFilter,pass,"java.lang.UnsatisfiedLinkError: No implementation found for void android.media.tv.tuner.Tuner.nativeSetup() (tried Java_android_media_tv_tuner_Tuner_nativeSetup and Java_android_media_tv_tuner_Tuner_nativeSetup__) - is the library loaded, e.g. System.loadLibrary?",device spec - tv tuner option delete patch >> PASS,204_A,14_r7 / 13033356,2025-03-01,1.2.0
2025-05-07,arm64-v8a,CtsTvTestCases,android.media.tv.tuner.cts.TunerTest#testSharedFilterTwoProcessesVerifySharedFilter,pass,"java.lang.UnsatisfiedLinkError: No implementation found for void android.media.tv.tuner.Tuner.nativeSetup() (tried Java_android_media_tv_tuner_Tuner_nativeSetup and Java_android_media_tv_tuner_Tuner_nativeSetup__) - is the library loaded, e.g. System.loadLibrary?",device spec - tv tuner option delete patch >> PASS,204_A,14_r7 / 13033356,2025-03-01,1.2.0
2025-05-07,arm64-v8a,CtsTvTestCases,android.media.tv.tuner.cts.TunerTest#testTunerConstructor,pass,"java.lang.UnsatisfiedLinkError: No implementation found for void android.media.tv.tuner.Tuner.nativeSetup() (tried Java_android_media_tv_tuner_Tuner_nativeSetup and Java_android_media_tv_tuner_Tuner_nativeSetup__) - is the library loaded, e.g. System.loadLibrary?",device spec - tv tuner option delete patch >> PASS,204_A,14_r7 / 13033356,2025-03-01,1.2.0
2025-05-07,arm64-v8a,CtsTvTestCases,android.media.tv.tuner.cts.TunerTest#testResourceReclaimedDifferentProcess,pass,"java.lang.UnsatisfiedLinkError: No implementation found for void android.media.tv.tuner.Tuner.nativeSetup() (tried Java_android_media_tv_tuner_Tuner_nativeSetup and Java_android_media_tv_tuner_Tuner_nativeSetup__) - is the library loaded, e.g. System.loadLibrary?",device spec - tv tuner option delete patch >> PASS,204_A,14_r7 / 13033356,2025-03-01,1.2.0
2025-05-07,arm64-v8a,CtsTvTestCases,android.media.tv.tuner.cts.TunerTest#testLnb,pass,"java.lang.UnsatisfiedLinkError: No implementation found for void android.media.tv.tuner.Tuner.nativeSetup() (tried Java_android_media_tv_tuner_Tuner_nativeSetup and Java_android_media_tv_tuner_Tuner_nativeSetup__) - is the library loaded, e.g. System.loadLibrary?",device spec - tv tuner option delete patch >> PASS,204_A,14_r7 / 13033356,2025-03-01,1.2.0
2025-05-07,arm64-v8a,CtsTvTestCases,android.media.tv.tuner.cts.TunerTest#testFrontendHardwareInfo,pass,"java.lang.UnsatisfiedLinkError: No implementation found for void android.media.tv.tuner.Tuner.nativeSetup() (tried Java_android_media_tv_tuner_Tuner_nativeSetup and Java_android_media_tv_tuner_Tuner_nativeSetup__) - is the library loaded, e.g. System.loadLibrary?",device spec - tv tuner option delete patch >> PASS,204_A,14_r7 / 13033356,2025-03-01,1.2.0
2025-05-07,arm64-v8a,CtsTvTestCases,android.media.tv.tuner.cts.TunerTest#testClose,pass,"java.lang.UnsatisfiedLinkError: No implementation found for void android.media.tv.tuner.Tuner.nativeSetup() (tried Java_android_media_tv_tuner_Tuner_nativeSetup and Java_android_media_tv_tuner_Tuner_nativeSetup__) - is the library loaded, e.g. System.loadLibrary?",device spec - tv tuner option delete patch >> PASS,204_A,14_r7 / 13033356,2025-03-01,1.2.0
2025-05-07,arm64-v8a,CtsTvTestCases,android.media.tv.tuner.cts.TunerTest#testMmtpPesFilterConfig,pass,"java.lang.UnsatisfiedLinkError: No implementation found for void android.media.tv.tuner.Tuner.nativeSetup() (tried Java_android_media_tv_tuner_Tuner_nativeSetup and Java_android_media_tv_tuner_Tuner_nativeSetup__) - is the library loaded, e.g. System.loadLibrary?",device spec - tv tuner option delete patch >> PASS,204_A,14_r7 / 13033356,2025-03-01,1.2.0
2025-05-07,arm64-v8a,CtsTvTestCases,android.media.tv.tuner.cts.TunerTest#testTransferOwner,pass,"java.lang.UnsatisfiedLinkError: No implementation found for void android.media.tv.tuner.Tuner.nativeSetup() (tried Java_android_media_tv_tuner_Tuner_nativeSetup and Java_android_media_tv_tuner_Tuner_nativeSetup__) - is the library loaded, e.g. System.loadLibrary?",device spec - tv tuner option delete patch >> PASS,204_A,14_r7 / 13033356,2025-03-01,1.2.0
2025-05-07,arm64-v8a,CtsTvTestCases,android.media.tv.tuner.cts.TunerTest#testDescramblerKeyTokenValidator,pass,"java.lang.UnsatisfiedLinkError: No implementation found for void android.media.tv.tuner.Tuner.nativeSetup() (tried Java_android_media_tv_tuner_Tuner_nativeSetup and Java_android_media_tv_tuner_Tuner_nativeSetup__) - is the library loaded, e.g. System.loadLibrary?",device spec - tv tuner option delete patch >> PASS,204_A,14_r7 / 13033356,2025-03-01,1.2.0
2025-05-07,arm64-v8a,CtsTvTestCases,android.media.tv.tuner.cts.TunerTest#testOpenDvrRecorder,pass,"java.lang.UnsatisfiedLinkError: No implementation found for void android.media.tv.tuner.Tuner.nativeSetup() (tried Java_android_media_tv_tuner_Tuner_nativeSetup and Java_android_media_tv_tuner_Tuner_nativeSetup__) - is the library loaded, e.g. System.loadLibrary?",device spec - tv tuner option delete patch >> PASS,204_A,14_r7 / 13033356,2025-03-01,1.2.0
2025-05-07,arm64-v8a,CtsTvTestCases,android.media.tv.tuner.cts.TunerTest#testApplyFrontend,pass,"java.lang.UnsatisfiedLinkError: No implementation found for void android.media.tv.tuner.Tuner.nativeSetup() (tried Java_android_media_tv_tuner_Tuner_nativeSetup and Java_android_media_tv_tuner_Tuner_nativeSetup__) - is the library loaded, e.g. System.loadLibrary?",device spec - tv tuner option delete patch >> PASS,204_A,14_r7 / 13033356,2025-03-01,1.2.0
2025-05-07,arm64-v8a,CtsTvTestCases,android.media.tv.tuner.cts.TunerTest#testFrontendStatus,pass,"java.lang.UnsatisfiedLinkError: No implementation found for void android.media.tv.tuner.Tuner.nativeSetup() (tried Java_android_media_tv_tuner_Tuner_nativeSetup and Java_android_media_tv_tuner_Tuner_nativeSetup__) - is the library loaded, e.g. System.loadLibrary?",device spec - tv tuner option delete patch >> PASS,204_A,14_r7 / 13033356,2025-03-01,1.2.0
2025-05-07,arm64-v8a,CtsTvTestCases,android.media.tv.tuner.cts.TunerTest#testOpenLnbByname,pass,"java.lang.UnsatisfiedLinkError: No implementation found for void android.media.tv.tuner.Tuner.nativeSetup() (tried Java_android_media_tv_tuner_Tuner_nativeSetup and Java_android_media_tv_tuner_Tuner_nativeSetup__) - is the library loaded, e.g. System.loadLibrary?",device spec - tv tuner option delete patch >> PASS,204_A,14_r7 / 13033356,2025-03-01,1.2.0
2025-05-07,arm64-v8a,CtsTvTestCases,android.media.tv.tuner.cts.TunerTest#testFrontendToCiCam,pass,"java.lang.UnsatisfiedLinkError: No implementation found for void android.media.tv.tuner.Tuner.nativeSetup() (tried Java_android_media_tv_tuner_Tuner_nativeSetup and Java_android_media_tv_tuner_Tuner_nativeSetup__) - is the library loaded, e.g. System.loadLibrary?",device spec - tv tuner option delete patch >> PASS,204_A,14_r7 / 13033356,2025-03-01,1.2.0
2025-05-07,arm64-v8a,CtsTvTestCases,android.media.tv.tuner.cts.TunerTest#testFilterDataSizeDelay,pass,"java.lang.UnsatisfiedLinkError: No implementation found for void android.media.tv.tuner.Tuner.nativeSetup() (tried Java_android_media_tv_tuner_Tuner_nativeSetup and Java_android_media_tv_tuner_Tuner_nativeSetup__) - is the library loaded, e.g. System.loadLibrary?",device spec - tv tuner option delete patch >> PASS,204_A,14_r7 / 13033356,2025-03-01,1.2.0
2025-05-07,arm64-v8a,CtsTvTestCases,android.media.tv.tuner.cts.TunerTest#testDescrambler,pass,"java.lang.UnsatisfiedLinkError: No implementation found for void android.media.tv.tuner.Tuner.nativeSetup() (tried Java_android_media_tv_tuner_Tuner_nativeSetup and Java_android_media_tv_tuner_Tuner_nativeSetup__) - is the library loaded, e.g. System.loadLibrary?",device spec - tv tuner option delete patch >> PASS,204_A,14_r7 / 13033356,2025-03-01,1.2.0
2025-05-07,arm64-v8a,CtsTvTestCases,android.media.tv.tuner.cts.TunerTest#testSharedFilterTwoProcessesCloseInSharedFilter,pass,"java.lang.UnsatisfiedLinkError: No implementation found for void android.media.tv.tuner.Tuner.nativeSetup() (tried Java_android_media_tv_tuner_Tuner_nativeSetup and Java_android_media_tv_tuner_Tuner_nativeSetup__) - is the library loaded, e.g. System.loadLibrary?",device spec - tv tuner option delete patch >> PASS,204_A,14_r7 / 13033356,2025-03-01,1.2.0
2025-05-07,arm64-v8a,CtsTvTestCases,android.media.tv.tuner.cts.TunerTest#testOnTuneEventListener,pass,"java.lang.UnsatisfiedLinkError: No implementation found for void android.media.tv.tuner.Tuner.nativeSetup() (tried Java_android_media_tv_tuner_Tuner_nativeSetup and Java_android_media_tv_tuner_Tuner_nativeSetup__) - is the library loaded, e.g. System.loadLibrary?",device spec - tv tuner option delete patch >> PASS,204_A,14_r7 / 13033356,2025-03-01,1.2.0
2025-05-07,arm64-v8a,CtsTvTestCases,android.media.tv.tuner.cts.TunerTest#testConfigureDemux,pass,"java.lang.UnsatisfiedLinkError: No implementation found for void android.media.tv.tuner.Tuner.nativeSetup() (tried Java_android_media_tv_tuner_Tuner_nativeSetup and Java_android_media_tv_tuner_Tuner_nativeSetup__) - is the library loaded, e.g. System.loadLibrary?",device spec - tv tuner option delete patch >> PASS,204_A,14_r7 / 13033356,2025-03-01,1.2.0
2025-05-07,arm64-v8a,CtsTvTestCases,android.media.tv.tuner.cts.TunerTest#testOpenDvPlayback,pass,"java.lang.UnsatisfiedLinkError: No implementation found for void android.media.tv.tuner.Tuner.nativeSetup() (tried Java_android_media_tv_tuner_Tuner_nativeSetup and Java_android_media_tv_tuner_Tuner_nativeSetup__) - is the library loaded, e.g. System.loadLibrary?",device spec - tv tuner option delete patch >> PASS,204_A,14_r7 / 13033356,2025-03-01,1.2.0
2025-05-07,arm64-v8a,CtsTvTestCases,android.media.tv.tuner.cts.TunerTest#testCiCam,pass,"java.lang.UnsatisfiedLinkError: No implementation found for void android.media.tv.tuner.Tuner.nativeSetup() (tried Java_android_media_tv_tuner_Tuner_nativeSetup and Java_android_media_tv_tuner_Tuner_nativeSetup__) - is the library loaded, e.g. System.loadLibrary?",device spec - tv tuner option delete patch >> PASS,204_A,14_r7 / 13033356,2025-03-01,1.2.0
2025-05-07,arm64-v8a,CtsTvTestCases,android.media.tv.tuner.cts.TunerTest#testTimeFilter,pass,"java.lang.UnsatisfiedLinkError: No implementation found for void android.media.tv.tuner.Tuner.nativeSetup() (tried Java_android_media_tv_tuner_Tuner_nativeSetup and Java_android_media_tv_tuner_Tuner_nativeSetup__) - is the library loaded, e.g. System.loadLibrary?",device spec - tv tuner option delete patch >> PASS,204_A,14_r7 / 13033356,2025-03-01,1.2.0
2025-05-07,arm64-v8a,CtsTvTestCases,android.media.tv.tuner.cts.TunerTest#testDemuxCapabilities,pass,"java.lang.UnsatisfiedLinkError: No implementation found for void android.media.tv.tuner.Tuner.nativeSetup() (tried Java_android_media_tv_tuner_Tuner_nativeSetup and Java_android_media_tv_tuner_Tuner_nativeSetup__) - is the library loaded, e.g. System.loadLibrary?",device spec - tv tuner option delete patch >> PASS,204_A,14_r7 / 13033356,2025-03-01,1.2.0
2025-05-07,arm64-v8a,CtsTvTestCases,android.media.tv.tuner.cts.TunerTest#testScanning,pass,"java.lang.UnsatisfiedLinkError: No implementation found for void android.media.tv.tuner.Tuner.nativeSetup() (tried Java_android_media_tv_tuner_Tuner_nativeSetup and Java_android_media_tv_tuner_Tuner_nativeSetup__) - is the library loaded, e.g. System.loadLibrary?",device spec - tv tuner option delete patch >> PASS,204_A,14_r7 / 13033356,2025-03-01,1.2.0
2025-05-07,arm64-v8a,CtsTvTestCases,android.media.tv.tuner.cts.TunerTest#testMaxNumberOfFrontends,pass,"java.lang.UnsatisfiedLinkError: No implementation found for void android.media.tv.tuner.Tuner.nativeSetup() (tried Java_android_media_tv_tuner_Tuner_nativeSetup and Java_android_media_tv_tuner_Tuner_nativeSetup__) - is the library loaded, e.g. System.loadLibrary?",device spec - tv tuner option delete patch >> PASS,204_A,14_r7 / 13033356,2025-03-01,1.2.0
2025-05-07,arm64-v8a,CtsTvTestCases,android.media.tv.tuner.cts.TunerTest#testResourceReclaimedDifferentThread,pass,"java.lang.UnsatisfiedLinkError: No implementation found for void android.media.tv.tuner.Tuner.nativeSetup() (tried Java_android_media_tv_tuner_Tuner_nativeSetup and Java_android_media_tv_tuner_Tuner_nativeSetup__) - is the library loaded, e.g. System.loadLibrary?",device spec - tv tuner option delete patch >> PASS,204_A,14_r7 / 13033356,2025-03-01,1.2.0
2025-05-07,arm64-v8a,CtsTvTestCases,android.media.tv.tuner.cts.TunerTest#testTuning,pass,"java.lang.UnsatisfiedLinkError: No implementation found for void android.media.tv.tuner.Tuner.nativeSetup() (tried Java_android_media_tv_tuner_Tuner_nativeSetup and Java_android_media_tv_tuner_Tuner_nativeSetup__) - is the library loaded, e.g. System.loadLibrary?",device spec - tv tuner option delete patch >> PASS,204_A,14_r7 / 13033356,2025-03-01,1.2.0
2025-05-07,arm64-v8a,CtsTvTestCases,android.media.tv.tuner.cts.TunerTest#testUpdateResourcePriority,pass,"java.lang.UnsatisfiedLinkError: No implementation found for void android.media.tv.tuner.Tuner.nativeSetup() (tried Java_android_media_tv_tuner_Tuner_nativeSetup and Java_android_media_tv_tuner_Tuner_nativeSetup__) - is the library loaded, e.g. System.loadLibrary?",device spec - tv tuner option delete patch >> PASS,204_A,14_r7 / 13033356,2025-03-01,1.2.0
2025-05-07,arm64-v8a,CtsTvTestCases,android.media.tv.tuner.cts.TunerTest#testAvSyncId,pass,"java.lang.UnsatisfiedLinkError: No implementation found for void android.media.tv.tuner.Tuner.nativeSetup() (tried Java_android_media_tv_tuner_Tuner_nativeSetup and Java_android_media_tv_tuner_Tuner_nativeSetup__) - is the library loaded, e.g. System.loadLibrary?",device spec - tv tuner option delete patch >> PASS,204_A,14_r7 / 13033356,2025-03-01,1.2.0
2025-05-07,arm64-v8a,CtsTvTestCases,android.media.tv.tuner.cts.TunerDvrTest#testDvrSettings,pass,"java.lang.UnsatisfiedLinkError: No implementation found for void android.media.tv.tuner.Tuner.nativeSetup() (tried Java_android_media_tv_tuner_Tuner_nativeSetup and Java_android_media_tv_tuner_Tuner_nativeSetup__) - is the library loaded, e.g. System.loadLibrary?",device spec - tv tuner option delete patch >> PASS,204_A,14_r7 / 13033356,2025-03-01,1.2.0
2025-05-07,arm64-v8a,CtsTvTestCases,android.media.tv.tuner.cts.TunerDvrTest#testDvrPlayback,pass,"java.lang.UnsatisfiedLinkError: No implementation found for void android.media.tv.tuner.Tuner.nativeSetup() (tried Java_android_media_tv_tuner_Tuner_nativeSetup and Java_android_media_tv_tuner_Tuner_nativeSetup__) - is the library loaded, e.g. System.loadLibrary?",device spec - tv tuner option delete patch >> PASS,204_A,14_r7 / 13033356,2025-03-01,1.2.0
2025-05-07,arm64-v8a,CtsTvTestCases,android.media.tv.tuner.cts.TunerDvrTest#testDvrRecorder,pass,"java.lang.UnsatisfiedLinkError: No implementation found for void android.media.tv.tuner.Tuner.nativeSetup() (tried Java_android_media_tv_tuner_Tuner_nativeSetup and Java_android_media_tv_tuner_Tuner_nativeSetup__) - is the library loaded, e.g. System.loadLibrary?",device spec - tv tuner option delete patch >> PASS,204_A,14_r7 / 13033356,2025-03-01,1.2.0
2025-05-07,arm64-v8a,CtsTvTestCases,android.media.tv.tuner.cts.TunerDvrTest#testSetRecordBufferStatusCheckIntervalHint,pass,"java.lang.UnsatisfiedLinkError: No implementation found for void android.media.tv.tuner.Tuner.nativeSetup() (tried Java_android_media_tv_tuner_Tuner_nativeSetup and Java_android_media_tv_tuner_Tuner_nativeSetup__) - is the library loaded, e.g. System.loadLibrary?",device spec - tv tuner option delete patch >> PASS,204_A,14_r7 / 13033356,2025-03-01,1.2.0
2025-05-07,arm64-v8a,CtsTvTestCases,android.media.tv.tuner.cts.TunerDvrTest#testSetPlaybackBufferStatusCheckIntervalHint,pass,"java.lang.UnsatisfiedLinkError: No implementation found for void android.media.tv.tuner.Tuner.nativeSetup() (tried Java_android_media_tv_tuner_Tuner_nativeSetup and Java_android_media_tv_tuner_Tuner_nativeSetup__) - is the library loaded, e.g. System.loadLibrary?",device spec - tv tuner option delete patch >> PASS,204_A,14_r7 / 13033356,2025-03-01,1.2.0
2025-05-07,arm64-v8a,CtsViewTestCases,android.view.cts.KeyEventInterceptTest#testKeyCodesForLaunchingApplications,pass,java.lang.AssertionError: Should not have received KEYCODE_FEATURED_APP_1,,204_A,14_r7 / 13033356,2025-03-01,1.2.0
2025-05-07,arm64-v8a,CtsViewTestCases,android.view.cts.input.InputDeviceKeyLayoutMapTest#testLayoutKeyEvents,pass,java.lang.AssertionError: Did not receive KEYCODE_BUTTON_11,,204_A,14_r7 / 13033356,2025-03-01,1.2.0
2025-05-12,arm64-v8a,CtsViewTestCases,android.view.cts.input.InputDeviceKeyLayoutMapTest#testLayoutKeyEvents,pass,java.lang.AssertionError: Did not receive KEYCODE_BUTTON_10,,,,,
2025-05-12,armeabi-v7a,CtsViewTestCases,android.view.cts.input.InputDeviceKeyLayoutMapTest#testLayoutKeyEvents,pass,java.lang.AssertionError: Did not receive KEYCODE_BUTTON_10,,,,,
2025-05-07,armeabi-v7a,CtsViewTestCases,,pass,android.view.cts.KeyEventInterceptTest#testKeyCodesForLaunchingApplications,,204_A,14_r7 / 13033356,2025-03-01,1.2.0
2025-05-07,armeabi-v7a,CtsViewTestCases,android.view.cts.input.InputDeviceKeyLayoutMapTest#testLayoutKeyEvents,pass,java.lang.AssertionError: Did not receive KEYCODE_BUTTON_11,,204_A,14_r7 / 13033356,2025-03-01,1.2.0
2025-05-07,arm64-v8a,CtsWindowManagerBackgroundActivityTestCases,android.server.wm.BackgroundActivityLaunchTest#testSecondActivityBlockedWhenBackgroundActivityLaunch,pass,java.lang.AssertionError: Second activity should not have been launched in the foreground,BAL_BLOCK >> PASS ,204_A,14_r7 / 13033356,2025-03-01,1.2.0
2025-05-07,arm64-v8a,CtsWindowManagerBackgroundActivityTestCases,android.server.wm.BackgroundActivityLaunchTest#testActivityBroughtToTopOfTaskWhenLaunchedInTheBackground,pass,java.lang.AssertionError: Previously background Activity should not be able to make it focused,BAL_BLOCK >> PASS ,204_A,14_r7 / 13033356,2025-03-01,1.2.0
2025-05-07,arm64-v8a,CtsWrapHwasanTestCases,,incomplete,,"arm64 fail >> apk install >> testing fail (sys crash?) >> synap, google reviewing",204_A,14_r7 / 13033356,2025-03-01,1.2.0
2025-05-16,arm64-v8a,CtsLibcoreTestCases,libcore.java.text.DateFormatTest#testFormat_forBug266731719,pass,"junit.framework.ComparisonFailure: expected:&lt;Jan 1, 2023 [9:55:48 PM]&gt; but was:&lt;Jan 1, 2023 [21:55:48]&gt;",date & time >> user 24-hour format OFF >> retry >> PASS ,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsLibcoreTestCases,libcore.java.text.DateFormatTest#testParse_lenient_en,pass,junit.framework.AssertionFailedError: expected:&lt;1672610148000&gt; but was:&lt;1672566948000&gt;,date & time >> user 24-hour format OFF >> retry >> PASS ,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,armeabi-v7a,CtsLibcoreTestCases,libcore.java.text.DateFormatTest#testFormat_forBug266731719,pass,"junit.framework.ComparisonFailure: expected:&lt;Jan 1, 2023 [9:55:48 PM]&gt; but was:&lt;Jan 1, 2023 [21:55:48]&gt;",date & time >> user 24-hour format OFF >> retry >> PASS ,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,armeabi-v7a,CtsLibcoreTestCases,libcore.java.text.DateFormatTest#testParse_lenient_en,pass,junit.framework.AssertionFailedError: expected:&lt;1672610148000&gt; but was:&lt;1672566948000&gt;,date & time >> user 24-hour format OFF >> retry >> PASS ,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsNetTestCases[instant],android.net.cts.DnsTest#testDnsWorks,pass,"junit.framework.AssertionFailedError: Default network did not provide IPv6 connectivity after 5000ms. Please connect to an IPv6-capable network. lp={InterfaceName: wlan0 LinkAddresses: [ fe80::209:74ff:fea2:ca5d/64,10.10.0.77/24 ] DnsAddresses: [ /210.220.163.82,/219.250.36.130 ] Domains: null MTU: 0 ServerAddress: /10.10.0.1 TcpBufferSizes: 524288,1048576,2097152,262144,524288,1048576 Routes: [ fe80::/64 -&gt; :: wlan0 mtu 0,10.10.0.0/24 -&gt; 0.0.0.0 wlan0 mtu 0,0.0.0.0/0 -&gt; 10.10.0.1 wlan0 mtu 0 ]}",iPhone hotspot >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsAppSecurityHostTestCases,android.appsecurity.cts.AdoptableHostTest#testPrimaryStorage,pass,java.lang.AssertionError: Expected success string but found Failure [-6],factory reset? retry ? >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,armeabi-v7a,CtsAppSecurityHostTestCases,android.appsecurity.cts.AdoptableHostTest#testPrimaryStorage,pass,java.lang.AssertionError: Expected success string but found Failure [-6],factory reset? retry ? >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsAppTestCases,android.app.cts.ActivityManagerFgsBgStartTest#testVisibleActivityGracePeriod,pass,junit.framework.AssertionFailedError: Service should not enter foreground service state,"ott, netflix etc app open >> retry >> PASS",204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsAppTestCases,android.app.cts.ActivityManagerTest#testTrimAppChildProcess,pass,java.lang.AssertionError: App's light weight child process shouldn't be gone,iCX app >> clear data >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
